Stimuli,Task,Trial_Type,count_IAT_Task_Loop,subject_nr,time_Combo,time_IAT_Screen,time_IAT_Task_Loop,time_Image_Training
"Sexuality02.jpg","H-LG","Image_Training","0","11","NA","21663260","21656661","21662933"
Stimuli,Task,Trial_Type,correct,correct_IAT_Response,count_IAT_Task_Loop,subject_nr,time_Combo,time_IAT_Correction_Response,time_IAT_Screen,time_IAT_Task_Loop,time_Image_Training
"Sexuality02.jpg","H-LG","Image_Training","1","1","0","11","NA","NA","21663260","21656661","21662933"
"Heterosexual","H-LG","Image_Training","0","11","NA","21664996","21656661","21662933"
"Heterosexual","H-LG","Image_Training","1","1","0","11","NA","NA","21664996","21656661","21662933"
"Straight","H-LG","Image_Training","0","11","NA","21666075","21656661","21662933"
"Straight","H-LG","Image_Training","1","1","0","11","NA","NA","21666075","21656661","21662933"
"Sexuality00.jpg","H-LG","Image_Training","0","11","NA","21667139","21656661","21662933"
"Sexuality00.jpg","H-LG","Image_Training","1","1","0","11","NA","NA","21667139","21656661","21662933"
"Heterosexual","H-LG","Image_Training","0","11","NA","21669716","21656661","21662933"
"Heterosexual","H-LG","Image_Training","1","1","0","11","NA","NA","21669716","21656661","21662933"
"Gay","H-LG","Image_Training","0","11","NA","21670957","21656661","21662933"
"Gay","H-LG","Image_Training","1","1","0","11","NA","NA","21670957","21656661","21662933"
"Sexuality03.jpg","H-LG","Image_Training","0","11","NA","21672380","21656661","21662933"
"Sexuality03.jpg","H-LG","Image_Training","1","1","0","11","NA","NA","21672380","21656661","21662933"
"Straight","H-LG","Image_Training","0","11","NA","21673640","21656661","21662933"
"Straight","H-LG","Image_Training","1","1","0","11","NA","NA","21673640","21656661","21662933"
"Sexuality05.jpg","H-LG","Image_Training","0","11","NA","21674923","21656661","21662933"
"Sexuality05.jpg","H-LG","Image_Training","1","1","0","11","NA","NA","21674923","21656661","21662933"
"Sexuality00.jpg","H-LG","Image_Training","0","11","NA","21676533","21656661","21662933"
"Sexuality00.jpg","H-LG","Image_Training","1","1","0","11","NA","NA","21676533","21656661","21662933"
"Sexuality03.jpg","H-LG","Image_Training","0","11","NA","21677597","21656661","21662933"
"Sexuality03.jpg","H-LG","Image_Training","1","1","0","11","NA","NA","21677597","21656661","21662933"
"Homosexual","H-LG","Image_Training","0","11","NA","21678622","21656661","21662933"
"Homosexual","H-LG","Image_Training","1","1","0","11","NA","NA","21678622","21656661","21662933"
"Sexuality01.jpg","H-LG","Image_Training","0","11","NA","21679567","21656661","21662933"
"Sexuality01.jpg","H-LG","Image_Training","1","1","0","11","NA","NA","21679567","21656661","21662933"
"Sexuality04.jpg","H-LG","Image_Training","0","11","NA","21680614","21656661","21662933"
"Sexuality04.jpg","H-LG","Image_Training","1","1","0","11","NA","NA","21680614","21656661","21662933"
"Homosexual","H-LG","Image_Training","0","11","NA","21681443","21656661","21662933"
"Homosexual","H-LG","Image_Training","1","1","0","11","NA","NA","21681443","21656661","21662933"
"Gay","H-LG","Image_Training","0","11","NA","21682330","21656661","21662933"
"Gay","H-LG","Image_Training","1","1","0","11","NA","NA","21682330","21656661","21662933"
"laughter","Pos-Neg","Word_Training","0","11","NA","21691785","21656661","21662933"
"laughter","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21691785","21656661","21662933"
"disaster","Pos-Neg","Word_Training","0","11","NA","21693715","21656661","21662933"
"disaster","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21693715","21656661","21662933"
"ugly","Pos-Neg","Word_Training","0","11","NA","21694749","21656661","21662933"
"ugly","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21694749","21656661","21662933"
"lucky","Pos-Neg","Word_Training","0","11","NA","21695621","21656661","21662933"
"lucky","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21695621","21656661","21662933"
"grief","Pos-Neg","Word_Training","0","11","NA","21696519","21656661","21662933"
"grief","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21696519","21656661","21662933"
"hatred","Pos-Neg","Word_Training","0","11","NA","21697438","21656661","21662933"
"hatred","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21697438","21656661","21662933"
"love","Pos-Neg","Word_Training","0","11","NA","21698321","21656661","21662933"
"love","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21698321","21656661","21662933"
"poverty","Pos-Neg","Word_Training","0","11","NA","21699184","21656661","21662933"
"poverty","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21699184","21656661","21662933"
"cheer","Pos-Neg","Word_Training","0","11","NA","21700152","21656661","21662933"
"cheer","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21700152","21656661","21662933"
"rotten","Pos-Neg","Word_Training","0","11","NA","21701056","21656661","21662933"
"rotten","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21701056","21656661","21662933"
"filth","Pos-Neg","Word_Training","0","11","NA","21701889","21656661","21662933"
"filth","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21701889","21656661","21662933"
"peace","Pos-Neg","Word_Training","0","11","NA","21702734","21656661","21662933"
"peace","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21702734","21656661","21662933"
"freedom","Pos-Neg","Word_Training","0","11","NA","21703684","21656661","21662933"
"freedom","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21703684","21656661","21662933"
"evil","Pos-Neg","Word_Training","0","11","NA","21704700","21656661","21662933"
"evil","Pos-Neg","Word_Training","1","1","0","11","NA","NA","21704700","21656661","21662933"
"gift","Pos-Neg","Word_Training","0","11","NA","21705609","21656661","21662933"
"gift","Pos-Neg","Word_Training","1","0","0","11","NA","21706142","21705609","21656661","21662933"
"paradise","Pos-Neg","Word_Training","0","11","NA","21707324","21656661","21662933"
"paradise","Pos-Neg","Word_Training","1","1","0","11","NA","21706142","21707324","21656661","21662933"
"Sexuality03.jpg","HPos-LGNeg","Combo","0","11","21811116","21811482","21656661","21662933"
"Sexuality03.jpg","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21811482","21656661","21662933"
"poverty","HPos-LGNeg","Combo","0","11","21811116","21813101","21656661","21662933"
"poverty","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21813101","21656661","21662933"
"paradise","HPos-LGNeg","Combo","0","11","21811116","21814366","21656661","21662933"
"paradise","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21814366","21656661","21662933"
"hatred","HPos-LGNeg","Combo","0","11","21811116","21815373","21656661","21662933"
"hatred","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21815373","21656661","21662933"
"Sexuality00.jpg","HPos-LGNeg","Combo","0","11","21811116","21816480","21656661","21662933"
"Sexuality00.jpg","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21816480","21656661","21662933"
"Straight","HPos-LGNeg","Combo","0","11","21811116","21817691","21656661","21662933"
"Straight","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21817691","21656661","21662933"
"Sexuality04.jpg","HPos-LGNeg","Combo","0","11","21811116","21818704","21656661","21662933"
"Sexuality04.jpg","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21818704","21656661","21662933"
"rotten","HPos-LGNeg","Combo","0","11","21811116","21819870","21656661","21662933"
"rotten","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21819870","21656661","21662933"
"disaster","HPos-LGNeg","Combo","0","11","21811116","21820847","21656661","21662933"
"disaster","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21820847","21656661","21662933"
"evil","HPos-LGNeg","Combo","0","11","21811116","21821959","21656661","21662933"
"evil","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21821959","21656661","21662933"
"Gay","HPos-LGNeg","Combo","0","11","21811116","21822920","21656661","21662933"
"Gay","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21822920","21656661","21662933"
"peace","HPos-LGNeg","Combo","0","11","21811116","21824080","21656661","21662933"
"peace","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21824080","21656661","21662933"
"love","HPos-LGNeg","Combo","0","11","21811116","21825096","21656661","21662933"
"love","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21825096","21656661","21662933"
"cheer","HPos-LGNeg","Combo","0","11","21811116","21826203","21656661","21662933"
"cheer","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21826203","21656661","21662933"
"ugly","HPos-LGNeg","Combo","0","11","21811116","21827080","21656661","21662933"
"ugly","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21827080","21656661","21662933"
"Homosexual","HPos-LGNeg","Combo","0","11","21811116","21828058","21656661","21662933"
"Homosexual","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21828058","21656661","21662933"
"Sexuality00.jpg","HPos-LGNeg","Combo","0","11","21811116","21829033","21656661","21662933"
"Sexuality00.jpg","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21829033","21656661","21662933"
"Sexuality03.jpg","HPos-LGNeg","Combo","0","11","21811116","21830123","21656661","21662933"
"Sexuality03.jpg","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21830123","21656661","21662933"
"Sexuality01.jpg","HPos-LGNeg","Combo","0","11","21811116","21831140","21656661","21662933"
"Sexuality01.jpg","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21831140","21656661","21662933"
"Gay","HPos-LGNeg","Combo","0","11","21811116","21832084","21656661","21662933"
"Gay","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21832084","21656661","21662933"
"filth","HPos-LGNeg","Combo","0","11","21811116","21833046","21656661","21662933"
"filth","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21833046","21656661","21662933"
"Homosexual","HPos-LGNeg","Combo","0","11","21811116","21834138","21656661","21662933"
"Homosexual","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21834138","21656661","21662933"
"Heterosexual","HPos-LGNeg","Combo","0","11","21811116","21835356","21656661","21662933"
"Heterosexual","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21835356","21656661","21662933"
"gift","HPos-LGNeg","Combo","0","11","21811116","21836528","21656661","21662933"
"gift","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21836528","21656661","21662933"
"laughter","HPos-LGNeg","Combo","0","11","21811116","21837778","21656661","21662933"
"laughter","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21837778","21656661","21662933"
"freedom","HPos-LGNeg","Combo","0","11","21811116","21839160","21656661","21662933"
"freedom","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21839160","21656661","21662933"
"Sexuality05.jpg","HPos-LGNeg","Combo","0","11","21811116","21840056","21656661","21662933"
"Sexuality05.jpg","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21840056","21656661","21662933"
"Sexuality02.jpg","HPos-LGNeg","Combo","0","11","21811116","21841080","21656661","21662933"
"Sexuality02.jpg","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21841080","21656661","21662933"
"Straight","HPos-LGNeg","Combo","0","11","21811116","21842022","21656661","21662933"
"Straight","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21842022","21656661","21662933"
"Heterosexual","HPos-LGNeg","Combo","0","11","21811116","21843430","21656661","21662933"
"Heterosexual","HPos-LGNeg","Combo","1","1","0","11","21811116","21706142","21843430","21656661","21662933"
"lucky","HPos-LGNeg","Combo","0","11","21811116","21844545","21656661","21662933"
"lucky","HPos-LGNeg","Combo","1","0","0","11","21811116","21845325","21844545","21656661","21662933"
"grief","HPos-LGNeg","Combo","0","11","21811116","21846248","21656661","21662933"
"grief","HPos-LGNeg","Combo","1","1","0","11","21811116","21845325","21846248","21656661","21662933"
"Sexuality01.jpg","LG-H","Image_Training","0","11","21811116","21854748","21656661","21854420"
"Sexuality01.jpg","LG-H","Image_Training","1","1","0","11","21811116","21845325","21854748","21656661","21854420"
"Homosexual","LG-H","Image_Training","0","11","21811116","21856553","21656661","21854420"
"Homosexual","LG-H","Image_Training","1","1","0","11","21811116","21845325","21856553","21656661","21854420"
"Sexuality03.jpg","LG-H","Image_Training","0","11","21811116","21857437","21656661","21854420"
"Sexuality03.jpg","LG-H","Image_Training","1","1","0","11","21811116","21845325","21857437","21656661","21854420"
"Straight","LG-H","Image_Training","0","11","21811116","21858353","21656661","21854420"
"Straight","LG-H","Image_Training","1","1","0","11","21811116","21845325","21858353","21656661","21854420"
"Heterosexual","LG-H","Image_Training","0","11","21811116","21859260","21656661","21854420"
"Heterosexual","LG-H","Image_Training","1","0","0","11","21811116","21859828","21859260","21656661","21854420"
"Sexuality02.jpg","LG-H","Image_Training","0","11","21811116","21860589","21656661","21854420"
"Sexuality02.jpg","LG-H","Image_Training","1","1","0","11","21811116","21859828","21860589","21656661","21854420"
"Straight","LG-H","Image_Training","0","11","21811116","21861654","21656661","21854420"
"Straight","LG-H","Image_Training","1","1","0","11","21811116","21859828","21861654","21656661","21854420"
"Sexuality00.jpg","LG-H","Image_Training","0","11","21811116","21862781","21656661","21854420"
"Sexuality00.jpg","LG-H","Image_Training","1","1","0","11","21811116","21859828","21862781","21656661","21854420"
"Sexuality05.jpg","LG-H","Image_Training","0","11","21811116","21863776","21656661","21854420"
"Sexuality05.jpg","LG-H","Image_Training","1","1","0","11","21811116","21859828","21863776","21656661","21854420"
"Heterosexual","LG-H","Image_Training","0","11","21811116","21864676","21656661","21854420"
"Heterosexual","LG-H","Image_Training","1","0","0","11","21811116","21865388","21864676","21656661","21854420"
"Sexuality03.jpg","LG-H","Image_Training","0","11","21811116","21866180","21656661","21854420"
"Sexuality03.jpg","LG-H","Image_Training","1","1","0","11","21811116","21865388","21866180","21656661","21854420"
"Homosexual","LG-H","Image_Training","0","11","21811116","21867240","21656661","21854420"
"Homosexual","LG-H","Image_Training","1","1","0","11","21811116","21865388","21867240","21656661","21854420"
"Sexuality04.jpg","LG-H","Image_Training","0","11","21811116","21868244","21656661","21854420"
"Sexuality04.jpg","LG-H","Image_Training","1","1","0","11","21811116","21865388","21868244","21656661","21854420"
"Sexuality00.jpg","LG-H","Image_Training","0","11","21811116","21869311","21656661","21854420"
"Sexuality00.jpg","LG-H","Image_Training","1","1","0","11","21811116","21865388","21869311","21656661","21854420"
"Gay","LG-H","Image_Training","0","11","21811116","21870639","21656661","21854420"
"Gay","LG-H","Image_Training","1","1","0","11","21811116","21865388","21870639","21656661","21854420"
"Gay","LG-H","Image_Training","0","11","21811116","21872261","21656661","21854420"
"Gay","LG-H","Image_Training","1","1","0","11","21811116","21865388","21872261","21656661","21854420"
"Heterosexual","LGPos-HNeg","Combo","0","11","21911147","21911533","21656661","21854420"
"Heterosexual","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21911533","21656661","21854420"
"poverty","LGPos-HNeg","Combo","0","11","21911147","21913270","21656661","21854420"
"poverty","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21913270","21656661","21854420"
"Sexuality02.jpg","LGPos-HNeg","Combo","0","11","21911147","21914685","21656661","21854420"
"Sexuality02.jpg","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21914685","21656661","21854420"
"evil","LGPos-HNeg","Combo","0","11","21911147","21916171","21656661","21854420"
"evil","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21916171","21656661","21854420"
"Straight","LGPos-HNeg","Combo","0","11","21911147","21917577","21656661","21854420"
"Straight","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21917577","21656661","21854420"
"rotten","LGPos-HNeg","Combo","0","11","21911147","21919573","21656661","21854420"
"rotten","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21919573","21656661","21854420"
"ugly","LGPos-HNeg","Combo","0","11","21911147","21921604","21656661","21854420"
"ugly","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21921604","21656661","21854420"
"laughter","LGPos-HNeg","Combo","0","11","21911147","21922781","21656661","21854420"
"laughter","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21922781","21656661","21854420"
"paradise","LGPos-HNeg","Combo","0","11","21911147","21924085","21656661","21854420"
"paradise","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21924085","21656661","21854420"
"love","LGPos-HNeg","Combo","0","11","21911147","21925263","21656661","21854420"
"love","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21925263","21656661","21854420"
"Sexuality00.jpg","LGPos-HNeg","Combo","0","11","21911147","21926316","21656661","21854420"
"Sexuality00.jpg","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21926316","21656661","21854420"
"Sexuality01.jpg","LGPos-HNeg","Combo","0","11","21911147","21927718","21656661","21854420"
"Sexuality01.jpg","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21927718","21656661","21854420"
"Sexuality05.jpg","LGPos-HNeg","Combo","0","11","21911147","21928922","21656661","21854420"
"Sexuality05.jpg","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21928922","21656661","21854420"
"freedom","LGPos-HNeg","Combo","0","11","21911147","21930342","21656661","21854420"
"freedom","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21930342","21656661","21854420"
"Gay","LGPos-HNeg","Combo","0","11","21911147","21932052","21656661","21854420"
"Gay","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21932052","21656661","21854420"
"Heterosexual","LGPos-HNeg","Combo","0","11","21911147","21933181","21656661","21854420"
"Heterosexual","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21933181","21656661","21854420"
"Straight","LGPos-HNeg","Combo","0","11","21911147","21934380","21656661","21854420"
"Straight","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21934380","21656661","21854420"
"Homosexual","LGPos-HNeg","Combo","0","11","21911147","21935820","21656661","21854420"
"Homosexual","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21935820","21656661","21854420"
"grief","LGPos-HNeg","Combo","0","11","21911147","21937248","21656661","21854420"
"grief","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21937248","21656661","21854420"
"disaster","LGPos-HNeg","Combo","0","11","21911147","21938655","21656661","21854420"
"disaster","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21938655","21656661","21854420"
"Sexuality03.jpg","LGPos-HNeg","Combo","0","11","21911147","21939651","21656661","21854420"
"Sexuality03.jpg","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21939651","21656661","21854420"
"Sexuality00.jpg","LGPos-HNeg","Combo","0","11","21911147","21941059","21656661","21854420"
"Sexuality00.jpg","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21941059","21656661","21854420"
"Sexuality04.jpg","LGPos-HNeg","Combo","0","11","21911147","21942236","21656661","21854420"
"Sexuality04.jpg","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21942236","21656661","21854420"
"peace","LGPos-HNeg","Combo","0","11","21911147","21944124","21656661","21854420"
"peace","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21944124","21656661","21854420"
"Homosexual","LGPos-HNeg","Combo","0","11","21911147","21945515","21656661","21854420"
"Homosexual","LGPos-HNeg","Combo","1","1","0","11","21911147","21865388","21945515","21656661","21854420"
"Sexuality03.jpg","LGPos-HNeg","Combo","0","11","21911147","21946951","21656661","21854420"
"Sexuality03.jpg","LGPos-HNeg","Combo","1","0","0","11","21911147","21948244","21946951","21656661","21854420"
"filth","LGPos-HNeg","Combo","0","11","21911147","21949370","21656661","21854420"
"filth","LGPos-HNeg","Combo","1","1","0","11","21911147","21948244","21949370","21656661","21854420"
"gift","LGPos-HNeg","Combo","0","11","21911147","21951395","21656661","21854420"
"gift","LGPos-HNeg","Combo","1","1","0","11","21911147","21948244","21951395","21656661","21854420"
"Gay","LGPos-HNeg","Combo","0","11","21911147","21953279","21656661","21854420"
"Gay","LGPos-HNeg","Combo","1","1","0","11","21911147","21948244","21953279","21656661","21854420"
"lucky","LGPos-HNeg","Combo","0","11","21911147","21954715","21656661","21854420"
"lucky","LGPos-HNeg","Combo","1","1","0","11","21911147","21948244","21954715","21656661","21854420"
"hatred","LGPos-HNeg","Combo","0","11","21911147","21955716","21656661","21854420"
"hatred","LGPos-HNeg","Combo","1","1","0","11","21911147","21948244","21955716","21656661","21854420"
"cheer","LGPos-HNeg","Combo","0","11","21911147","21956943","21656661","21854420"
"cheer","LGPos-HNeg","Combo","1","1","0","11","21911147","21948244","21956943","21656661","21854420"
